cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8038/Foot-care-pedicures/Pedi-Lounge-GmbH-dgZIYcy_nky0bzLKkt5BMw?dwhat=massage&dwhere=zurich	Pedi-Lounge GmbH	Nähe Post Wollishofen, Kilchbergsteig 4	 8038 Zürich	079 948 94 02	www.fusspflege-pedi-lounge.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8003/Health-and-sports-massage/One-eleven-thai-massage-B3gjFh_qtvy1085_cZwAvA?dwhat=massage&dwhere=zurich	One eleven - thai massage	Seebahnstrasse 111	 8003 Zürich	043 817 29 47	www.thaimassage-wiedikon.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8006/Health-and-sports-massage/ESALEN-Praxis-Zuri-6-G6VNQfUU_BMTWhFujh3c7A?dwhat=massage&dwhere=zurich	ESALEN Praxis Züri 6	Turnerstrasse 7 dornbreuss- Zürich	 8006 Zürich	044 363 43 72	www.massage-fredi-zuerich.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8049/Natural-cosmetics/Take-Time-1bBWlvFtrvW9lo4aNQTH1g?dwhat=massage&dwhere=zurich	Take Time	Limmattalstrasse 151	 8049 Zürich	044 501 80 11	www.taketime.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8003/Acupuncture-not-included-in-category-doctors/SIHLMED-Zentrum-fur-Integrative-Medizin-REdImmrXxzZMdI0LUi3Ryw?dwhat=massage&dwhere=zurich	SIHLMED Zentrum für Integrative Medizin	Badenerstrasse 333 / Albisriederplatz	 8003 Zürich	043 321 11 11	www.sihlmed.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8001/Physical-therapy/PhysioZurichCity-qgJZqrIKBfKfpJDFxTTPHg?dwhat=massage&dwhere=zurich	PhysioZürichCity	Nüschelerstrasse 45	 8001 Zürich	044 501 66 26	www.physiozuerichcity.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8006/Health-and-sports-massage/Wigger-Stefan-ePOCD0uiSwek43y4_C6AMw?dwhat=massage&dwhere=zurich	Wigger Stefan	Haldenbachstrasse 9	 8006 Zürich	079 786 21 27	www.stefan-wigger.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8001/Health-and-sports-massage/Naturheilraum-Praxis-fur-Naturheilkunde-4PaVCTKa_BojkHVILKJAJg?dwhat=massage&dwhere=zurich	Naturheilraum - Praxis für Naturheilkunde	Stampfenbachstrasse 7	 8001 Zürich	079 473 75 44	www.naturheilraum.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8005/Hairdresser/InStyle-AG-UqOfnihyRW82ILcHPRK1oA?dwhat=massage&dwhere=zurich	InStyle AG	Turbinenstrasse 21	 8005 Zürich	044 355 11 00	www.instyle-zueri.ch	
zurich	massage	N/A	http://yellow.local.ch/en/d/Zurich/8005/Physical-therapy/Reha-Prime-Physiotherapie-Rehabilitation-aHRqSRUElJuuijzHipzisQ?dwhat=massage&dwhere=zurich	Reha-Prime Physiotherapie & Rehabilitation	Naphtastrasse 10 Bei Bahnhof Hardbrücke	 8005 Zürich	043 411 88 44		
