cityName	searchPhrase	resultNum	ypchsite	name	address1	address2	phone	website
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8053/Florist/Blumenhaus-Witikon-VDHNj7y313gCABWaLYrMHg?dwhat=florist&dwhere=zurich	Blumenhaus Witikon	Witikonerstrasse 297	 8053 Zürich	044 381 26 60	www.blumenhaus-witikon.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8004/Florist/Blumenhalle-Markt-AG-CBKh82kYXiFlq2HseTD77A?dwhat=florist&dwhere=zurich	Blumenhalle Markt AG	Molkenstrasse 17	 8004 Zürich	043 243 88 15	www.blumenhalle.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8047/Florist/Blumenboutique-Goos-_HZPe5C2MDTlSJ82cJk8XA?dwhat=florist&dwhere=zurich	Blumenboutique Goos	Triemlistrasse 129 nähe Triemlispital	 8047 Zürich	044 491 01 58	www.blumengoos.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Florist/Blumenhalle-Spring-AG-I1N451EUnXyrXlOW0i_dKQ?dwhat=florist&dwhere=zurich	Blumenhalle Spring AG	Talacker 30	 8001 Zürich	044 211 71 46	www.blumenhalle.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8002/Florist/Bahnhof-Enge-p3Lp8Z0JNG_U9mnKVd5YzQ?dwhat=florist&dwhere=zurich	Bahnhof Enge	Tessinerplatz 10	 8002 Zürich	044 201 51 27	www.luethiblumen.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8002/Florist/Blumen-Buhlmann-AG-prpeqbYwfbGuu-qd-VacBQ?dwhat=florist&dwhere=zurich	Blumen Bühlmann AG	Stockerstrasse 42	 8002 Zürich	044 201 75 46	www.blumen-buehlmann.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Landscaping/Abplanalp-Floristen-Blumen-Schipfe-AG-PRJ_AE6GrjDujKVE-3z3gw?dwhat=florist&dwhere=zurich	Abplanalp Floristen Blumen Schipfe AG	Schipfe 25	 8001 Zürich	044 211 62 62	www.blumenschipfe.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Florist/Ingas-Rosenkavalier-Z2QjvFeo0ywrg8KKD4OGQw?dwhat=florist&dwhere=zurich	Inga's Rosenkavalier	Rosengasse 3	 8001 Zürich	044 520 98 17	www.ingasrosenkavalier.ch	
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8038/Florist/Bajazzo-XRoa6fbP1cTK04VrQWt2Gg?dwhat=florist&dwhere=zurich	Bajazzo	Seestrasse 360	 8038 Zürich	044 481 20 20		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8003/Florist/Blumen-Frieden-GmbH-4DHo3E49gRg6MGSh99VGTg?dwhat=florist&dwhere=zurich	Blumen Frieden GmbH	Albisriederstrasse 6 Am Albisriederplatz	 8003 Zürich	044 492 00 92		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8008/Florist/Blumen-Oertig-8vIfoyGSaeCLgVRLlYR6ig?dwhat=florist&dwhere=zurich	Blumen Oertig	Seefeldstrasse 32	 8008 Zürich	044 252 38 11		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8038/Landscaping/Bonsai-Atelier-Rieterpark-6ny7342z94URV9bmJJt3tA?dwhat=florist&dwhere=zurich	Bonsai-Atelier Rieterpark	Ziegelstrasse 4	 8038 Zürich	044 202 74 10		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8032/Florist/Floradesign-GmbH-jp6XR-c5LrdLoO6dSs0uYA?dwhat=florist&dwhere=zurich	Floradesign GmbH	Minervastrasse 134	 8032 Zürich	044 251 16 80		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8049/Florist/Gardenia-AG-Blumengeschaft-WX2cTu60cNS4AvdyLllbpA?dwhat=florist&dwhere=zurich	Gardenia AG Blumengeschäft	Limmattalstrasse 197	 8049 Zürich	044 341 27 77		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8001/Florist/MARSANO-AG-CuT_g_E2DHmo33XFs9O5Aw?dwhat=florist&dwhere=zurich	MARSANO AG	Löwenplatz im Globus, Schweizergasse 11	 8001 Zürich	058 578 13 38		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8044/Florist/Blumen-Diehl-Ve2pWVYfQTuWeSxu0zdQPg?dwhat=florist&dwhere=zurich	Blumen Diehl	Hochstrasse 65	 8044 Zürich	044 251 94 62		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8046/Florist/Filiale-uisdsHHgHQZi7cPmg014ug?dwhat=florist&dwhere=zurich	Filiale	Wehntalerstrasse 447	 8046 Zürich	044 371 46 55		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8052/Florist/Gartnerei-edM1g-PMqM5-AJfdfDW06w?dwhat=florist&dwhere=zurich	Gärtnerei	Grubenackerstrasse 92	 8052 Zürich	044 301 31 66		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8057/Florist/A-Heini-Blumen-gRb4PSwXcUHLqnfDHxDZEA?dwhat=florist&dwhere=zurich	A. Heini Blumen	Hofwiesenstrasse 250 /beim Bad Allenmoos	 8057 Zürich	044 362 28 22		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8003/Florist/Alfons-Blumenmarkt-DESUAFqddW3D04gbz8MbRQ?dwhat=florist&dwhere=zurich	Alfons Blumenmarkt	Schlossgasse 14	 8003 Zürich	044 450 28 83		
zurich	florist	N/A	http://yellow.local.ch/en/d/Zurich/8044/Floral-arrangements/Am-Vorderberg-LGZQAKsCo33fiNfb6Ht0vQ?dwhat=florist&dwhere=zurich	Am Vorderberg	Vorderberg 11	 8044 Zürich	044 251 54 02		
